user_id,registration_date,registration_country,purchase_count,purchase_count_delivery,purchase_count_takeaway,first_purchase_day,last_purchase_day,breakfast_purchases,lunch_purchases,evening_purchases,dinner_purchases,late_night_purchases,total_purchases_eur,distinct_purchase_venue_count,min_purchase_value_eur,max_purchase_value_eur,avg_purchase_value_eur,preferred_device,ios_purchases,web_purchases,android_purchases,preferred_restaurant_types,user_has_valid_payment_method,most_common_hour_of_the_day_to_purchase,most_common_weekday_to_purchase,avg_days_between_purchases,median_days_between_purchases,average_delivery_distance_kms,purchase_count_by_store_type
4559,2019-09-07,FIN,10,10.0,0.0,2019-09-07,2020-08-26,0.0,9.0,0.0,1.0,0.0,221.628,6.0,15.21,37.592,22.264,web,0.0,2.0,8.0,['not mentioned'],1,18.0,4.0,39.0,33.0,8.758,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 5}"
4560,2019-09-07,FIN,1,1.0,0.0,2020-10-05,2020-10-05,0.0,1.0,0.0,0.0,0.0,36.432,1.0,36.504,36.576,36.432,android,0.0,1.0,0.0,['not mentioned'],1,2.0,6.0,39.0,33.0,11.788,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4561,2019-09-07,FIN,5,5.0,0.0,2019-11-03,2020-05-24,0.0,4.0,0.0,1.0,0.0,144.716,3.0,19.266,35.56,29.348,web,5.0,0.0,0.0,['not mentioned'],1,18.0,2.0,51.0,53.0,1.587,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 0}"
4562,2019-09-07,FIN,7,7.0,0.0,2019-09-07,2020-10-08,0.0,5.0,0.0,2.0,0.0,148.764,4.0,17.238,35.56,21.252,android,0.0,0.0,7.0,['not mentioned'],0,21.0,5.0,66.0,39.0,7.665,"{'Generalmerchandise': 1, 'Grocery': 3, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
4568,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,51.612,1.0,51.714,51.816,51.612,web,0.0,1.0,0.0,['not mentioned'],1,17.0,7.0,66.0,39.0,11.237,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4572,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,0.0,0.0,1.0,0.0,10.12,1.0,10.14,10.16,10.12,ios,1.0,0.0,0.0,['not mentioned'],1,13.0,3.0,66.0,39.0,9.625,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4573,2019-09-07,FIN,1,1.0,0.0,2020-02-25,2020-02-25,0.0,0.0,0.0,1.0,0.0,36.432,1.0,36.504,36.576,36.432,ios,1.0,0.0,0.0,['not mentioned'],1,13.0,5.0,66.0,39.0,3.46,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4577,2019-09-07,DNK,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,30.36,1.0,30.42,30.48,30.36,web,0.0,1.0,0.0,['american'],1,1.0,2.0,66.0,39.0,7.72,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4578,2019-09-07,GRC,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,23.276,1.0,23.322,23.368,23.276,android,0.0,0.0,1.0,['not mentioned'],0,4.0,4.0,66.0,39.0,7.805,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4581,2019-09-07,FIN,23,22.0,1.0,2019-09-10,2020-05-27,0.0,7.0,4.0,12.0,0.0,348.128,6.0,9.126,18.288,15.18,ios,21.0,2.0,0.0,['not mentioned'],1,8.0,4.0,12.0,7.0,5.745,"{'Generalmerchandise': 1, 'Grocery': 11, 'Petsupplies': 0, 'Restaurant': 11, 'Retailstore': 0}"
4582,2019-09-07,DNK,1,1.0,0.0,2020-01-10,2020-01-10,0.0,1.0,0.0,0.0,0.0,20.24,1.0,20.28,20.32,20.24,ios,1.0,0.0,0.0,['not mentioned'],0,11.0,5.0,12.0,7.0,8.695,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4584,2019-09-07,FIN,2,2.0,0.0,2020-09-19,2020-10-09,0.0,2.0,0.0,0.0,0.0,62.744,2.0,23.322,39.624,31.372,ios,2.0,0.0,0.0,['not mentioned'],1,10.0,5.0,20.0,20.0,10.513,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
4586,2019-09-07,DNK,1,1.0,0.0,2020-05-23,2020-05-23,0.0,1.0,0.0,0.0,0.0,51.612,1.0,51.714,51.816,51.612,ios,1.0,0.0,0.0,['not mentioned'],0,22.0,6.0,20.0,20.0,2.378,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4589,2019-09-07,FIN,4,4.0,0.0,2019-09-07,2020-10-23,0.0,1.0,2.0,1.0,0.0,125.488,3.0,24.336,48.768,31.372,web,3.0,1.0,0.0,['italian'],1,22.0,5.0,137.0,20.0,5.135,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 0}"
4590,2019-09-07,DNK,30,29.0,1.0,2019-09-16,2020-10-23,0.0,17.0,0.0,12.0,0.0,1251.844,18.0,21.294,101.6,41.492,web,0.0,15.0,15.0,['mexican'],1,6.0,6.0,14.0,8.0,10.017,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 15, 'Retailstore': 15}"
4591,2019-09-07,GRC,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,15.18,1.0,15.21,15.24,15.18,android,0.0,0.0,1.0,['not mentioned'],1,21.0,1.0,14.0,8.0,5.466,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4594,2019-09-07,GRC,1,1.0,0.0,2020-02-08,2020-02-08,0.0,0.0,1.0,0.0,0.0,10.12,1.0,10.14,10.16,10.12,ios,0.0,1.0,0.0,['not mentioned'],1,9.0,7.0,14.0,8.0,7.89,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4596,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,20.24,1.0,20.28,20.32,20.24,web,0.0,0.0,1.0,['japanese'],0,20.0,3.0,14.0,8.0,10.865,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4600,2019-09-07,DNK,1,1.0,0.0,2019-10-19,2019-10-19,0.0,0.0,0.0,1.0,0.0,64.768,1.0,64.896,65.024,64.768,ios,1.0,0.0,0.0,['not mentioned'],0,0.0,2.0,14.0,8.0,10.93,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4602,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,35.42,1.0,35.49,35.56,35.42,android,0.0,0.0,1.0,['not mentioned'],0,4.0,4.0,14.0,8.0,9.568,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4605,2019-09-07,DNK,3,3.0,0.0,2019-09-07,2020-01-18,0.0,1.0,0.0,2.0,0.0,67.804,2.0,20.28,26.416,22.264,ios,3.0,0.0,0.0,['not mentioned'],0,22.0,2.0,67.0,67.0,8.835,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
4608,2019-09-07,DNK,3,3.0,0.0,2019-09-07,2020-05-21,0.0,3.0,0.0,0.0,0.0,74.888,2.0,16.224,29.464,25.3,web,0.0,3.0,0.0,['not mentioned'],1,13.0,5.0,129.0,129.0,10.963,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
4609,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,7.084,1.0,7.098,7.112,7.084,android,0.0,0.0,1.0,['not mentioned'],0,12.0,6.0,129.0,129.0,11.504,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4612,2019-09-07,DNK,24,24.0,0.0,2019-09-07,2020-10-18,1.0,14.0,0.0,9.0,0.0,637.56,15.0,17.238,54.864,26.312,web,0.0,14.0,10.0,"['japanese', 'mexican', 'italian', 'american']",1,13.0,7.0,18.0,11.0,2.667,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 12, 'Retailstore': 12}"
4616,2019-09-07,DNK,19,16.0,3.0,2019-09-15,2020-10-22,0.0,9.0,0.0,10.0,0.0,706.376,12.0,19.266,61.976,37.444,ios,17.0,2.0,0.0,"['mexican', 'american']",1,20.0,1.0,22.0,13.0,6.958,"{'Generalmerchandise': 1, 'Grocery': 9, 'Petsupplies': 0, 'Restaurant': 9, 'Retailstore': 0}"
4617,2019-09-07,FIN,1,1.0,0.0,2020-02-29,2020-02-29,0.0,0.0,0.0,1.0,0.0,18.216,1.0,18.252,18.288,18.216,android,0.0,0.0,1.0,['not mentioned'],1,18.0,6.0,22.0,13.0,4.851,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4618,2019-09-07,GRC,1,1.0,0.0,2020-08-26,2020-08-26,0.0,0.0,0.0,1.0,0.0,15.18,1.0,15.21,15.24,15.18,ios,1.0,0.0,0.0,['not mentioned'],1,10.0,5.0,22.0,13.0,2.675,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4621,2019-09-07,DNK,3,3.0,0.0,2019-09-07,2019-12-15,0.0,1.0,0.0,2.0,0.0,103.224,1.0,26.364,44.704,34.408,web,0.0,3.0,0.0,['not mentioned'],1,4.0,7.0,50.0,50.0,5.171,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
4623,2019-09-07,FIN,1,1.0,0.0,2020-10-25,2020-10-25,0.0,1.0,0.0,0.0,0.0,47.564,1.0,47.658,47.752,47.564,android,0.0,0.0,1.0,['not mentioned'],1,6.0,7.0,50.0,50.0,0.365,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4624,2019-09-07,FIN,4,4.0,0.0,2019-09-07,2020-02-22,0.0,3.0,0.0,1.0,0.0,78.936,2.0,11.154,24.384,20.24,ios,4.0,0.0,0.0,['not mentioned'],0,17.0,7.0,56.0,35.0,5.599,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 0}"
4625,2019-09-07,EST,4,4.0,0.0,2019-10-04,2019-12-11,0.0,3.0,0.0,1.0,0.0,81.972,2.0,19.266,20.32,20.24,android,0.0,0.0,4.0,['indian'],1,15.0,6.0,23.0,15.0,3.442,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 0}"
4629,2019-09-07,FIN,2,2.0,0.0,2019-12-02,2019-12-26,0.0,1.0,1.0,0.0,0.0,39.468,2.0,14.196,25.4,19.228,ios,2.0,0.0,0.0,['not mentioned'],0,18.0,3.0,24.0,24.0,4.182,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
4630,2019-09-07,FIN,5,5.0,0.0,2020-07-04,2020-10-11,0.0,0.0,1.0,4.0,0.0,275.264,5.0,40.56,77.216,54.648,ios,5.0,0.0,0.0,['not mentioned'],0,13.0,7.0,25.0,28.0,11.124,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 0}"
4631,2019-09-07,GRC,17,17.0,0.0,2020-07-05,2020-10-26,0.0,11.0,2.0,4.0,0.0,315.744,4.0,12.168,28.448,18.216,web,0.0,17.0,0.0,['not mentioned'],1,21.0,5.0,7.0,5.0,3.902,"{'Generalmerchandise': 1, 'Grocery': 8, 'Petsupplies': 0, 'Restaurant': 8, 'Retailstore': 0}"
4633,2019-09-07,FIN,6,6.0,0.0,2019-09-07,2020-07-19,0.0,5.0,0.0,1.0,0.0,300.564,4.0,30.42,67.056,49.588,web,2.0,4.0,0.0,['not mentioned'],1,4.0,1.0,63.0,68.0,9.4,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 3}"
4635,2019-09-07,FIN,3,3.0,0.0,2019-09-07,2019-10-20,0.0,1.0,0.0,2.0,0.0,101.2,3.0,22.308,47.752,33.396,ios,3.0,0.0,0.0,['not mentioned'],0,16.0,3.0,22.0,22.0,7.047,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
4637,2019-09-07,FIN,4,4.0,0.0,2019-09-07,2019-09-15,0.0,2.0,0.0,2.0,0.0,115.368,2.0,19.266,34.544,28.336,android,0.0,0.0,4.0,['vietnamese'],0,13.0,3.0,3.0,2.0,4.85,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 0}"
4638,2019-09-07,GRC,17,17.0,0.0,2020-03-12,2020-09-09,2.0,5.0,0.0,10.0,0.0,215.556,10.0,7.098,19.304,13.156,ios,17.0,0.0,0.0,['not mentioned'],1,11.0,7.0,11.0,5.0,0.742,"{'Generalmerchandise': 1, 'Grocery': 8, 'Petsupplies': 0, 'Restaurant': 8, 'Retailstore': 0}"
4640,2019-09-07,FIN,1,1.0,0.0,2019-09-08,2019-09-08,0.0,1.0,0.0,0.0,0.0,15.18,1.0,15.21,15.24,15.18,ios,1.0,0.0,0.0,['american'],1,14.0,1.0,11.0,5.0,3.98,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4641,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,27.324,1.0,27.378,27.432,27.324,web,0.0,1.0,0.0,['not mentioned'],1,22.0,6.0,11.0,5.0,8.375,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4642,2019-09-07,FIN,2,1.0,1.0,2020-05-03,2020-05-04,0.0,0.0,2.0,0.0,0.0,33.396,2.0,15.21,18.288,17.204,android,0.0,2.0,0.0,['not mentioned'],1,4.0,2.0,0.0,0.0,1.431,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
4644,2019-09-07,GRC,10,10.0,0.0,2019-09-07,2020-10-28,0.0,9.0,1.0,0.0,0.0,121.44,6.0,7.098,17.272,12.144,web,0.0,5.0,5.0,['not mentioned'],1,1.0,2.0,46.0,30.0,3.577,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 5}"
4645,2019-09-07,DNK,1,1.0,0.0,2019-09-07,2019-09-07,0.0,0.0,0.0,1.0,0.0,18.216,1.0,18.252,18.288,18.216,ios,1.0,0.0,0.0,['not mentioned'],0,21.0,4.0,46.0,30.0,10.169,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4647,2019-09-07,DNK,5,5.0,0.0,2019-10-25,2020-03-07,0.0,2.0,0.0,3.0,0.0,140.668,5.0,22.308,36.576,28.336,ios,5.0,0.0,0.0,['not mentioned'],1,11.0,7.0,34.0,28.0,4.648,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 5, 'Retailstore': 0}"
4648,2019-09-07,DNK,2,1.0,1.0,2019-09-07,2019-12-29,0.0,1.0,1.0,0.0,0.0,87.032,2.0,38.532,48.768,43.516,web,1.0,1.0,0.0,['not mentioned'],1,21.0,2.0,112.0,112.0,4.867,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
4651,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,19.228,1.0,19.266,19.304,19.228,android,0.0,0.0,1.0,['not mentioned'],0,23.0,1.0,112.0,112.0,1.705,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4652,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,0.0,0.0,1.0,0.0,60.72,1.0,60.84,60.96,60.72,web,0.0,1.0,0.0,['not mentioned'],1,10.0,4.0,112.0,112.0,8.766,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4653,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,0.0,0.0,1.0,0.0,31.372,1.0,31.434,31.496,31.372,ios,1.0,0.0,0.0,['not mentioned'],0,1.0,6.0,112.0,112.0,9.402,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4657,2019-09-07,DNK,49,49.0,0.0,2019-09-07,2020-10-31,0.0,15.0,1.0,33.0,0.0,1886.368,18.0,18.252,84.328,38.456,web,49.0,0.0,0.0,"['italian', 'american']",1,9.0,1.0,9.0,3.0,2.915,"{'Generalmerchandise': 0, 'Grocery': 24, 'Petsupplies': 1, 'Restaurant': 24, 'Retailstore': 0}"
4659,2019-09-07,DNK,3,3.0,0.0,2019-09-07,2020-09-20,0.0,0.0,1.0,2.0,0.0,108.284,3.0,25.35,45.72,36.432,android,0.0,0.0,3.0,['italian'],0,0.0,7.0,190.0,190.0,8.553,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
4660,2019-09-07,FIN,2,2.0,0.0,2019-09-07,2020-01-12,0.0,1.0,0.0,1.0,0.0,54.648,2.0,19.266,35.56,27.324,android,0.0,0.0,2.0,['american'],0,15.0,7.0,127.0,127.0,11.392,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
4661,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,20.24,1.0,20.28,20.32,20.24,web,0.0,1.0,0.0,['not mentioned'],1,22.0,5.0,127.0,127.0,8.421,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4662,2019-09-07,DNK,1,1.0,0.0,2020-10-13,2020-10-13,0.0,0.0,0.0,1.0,0.0,29.348,1.0,29.406,29.464,29.348,ios,0.0,1.0,0.0,['not mentioned'],1,3.0,2.0,127.0,127.0,8.386,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4665,2019-09-07,GRC,2,2.0,0.0,2020-05-02,2020-05-12,0.0,0.0,2.0,0.0,0.0,45.54,1.0,15.21,30.48,22.264,android,2.0,0.0,0.0,['not mentioned'],1,20.0,5.0,10.0,10.0,9.494,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
4666,2019-09-07,DNK,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,58.696,1.0,58.812,58.928,58.696,web,0.0,1.0,0.0,['not mentioned'],1,12.0,3.0,10.0,10.0,1.685,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4667,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,22.264,1.0,22.308,22.352,22.264,ios,1.0,0.0,0.0,['not mentioned'],1,1.0,3.0,10.0,10.0,11.881,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4668,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,0.0,0.0,1.0,0.0,10.12,1.0,10.14,10.16,10.12,ios,1.0,0.0,0.0,['not mentioned'],1,4.0,4.0,10.0,10.0,3.033,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4669,2019-09-07,FIN,14,14.0,0.0,2019-09-07,2020-09-30,0.0,6.0,3.0,5.0,0.0,373.428,2.0,16.224,46.736,26.312,ios,14.0,0.0,0.0,['not mentioned'],1,13.0,1.0,30.0,25.0,3.121,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 7, 'Retailstore': 7}"
4671,2019-09-07,FIN,1,1.0,0.0,2019-12-21,2019-12-21,0.0,0.0,0.0,1.0,0.0,43.516,1.0,43.602,43.688,43.516,ios,1.0,0.0,0.0,['not mentioned'],1,6.0,2.0,30.0,25.0,6.921,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4674,2019-09-07,FIN,2,2.0,0.0,2020-04-29,2020-07-30,1.0,0.0,0.0,1.0,0.0,69.828,1.0,34.476,36.576,35.42,ios,2.0,0.0,0.0,['not mentioned'],1,2.0,4.0,92.0,92.0,11.506,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
4676,2019-09-07,DNK,8,8.0,0.0,2019-10-04,2020-08-16,0.0,2.0,0.0,6.0,0.0,318.78,4.0,22.308,54.864,39.468,android,0.0,0.0,8.0,['not mentioned'],0,7.0,2.0,45.0,16.0,0.666,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 4}"
4681,2019-09-07,FIN,1,1.0,0.0,2020-05-31,2020-05-31,0.0,0.0,0.0,1.0,0.0,23.276,1.0,23.322,23.368,23.276,android,0.0,0.0,1.0,['not mentioned'],1,11.0,4.0,45.0,16.0,8.266,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4685,2019-09-07,FIN,14,14.0,0.0,2019-09-07,2020-09-29,0.0,2.0,2.0,10.0,0.0,451.352,9.0,15.21,58.928,32.384,android,0.0,0.0,14.0,['japanese'],1,1.0,2.0,30.0,15.0,3.932,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 7, 'Retailstore': 7}"
4686,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,0.0,0.0,1.0,0.0,15.18,1.0,15.21,15.24,15.18,android,0.0,0.0,1.0,['not mentioned'],0,0.0,7.0,30.0,15.0,5.151,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4688,2019-09-07,FIN,1,1.0,0.0,2019-09-07,2019-09-07,0.0,0.0,0.0,1.0,0.0,20.24,1.0,20.28,20.32,20.24,web,0.0,1.0,0.0,['not mentioned'],1,15.0,2.0,30.0,15.0,11.052,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4690,2019-09-07,FIN,1,1.0,0.0,2020-05-17,2020-05-17,0.0,0.0,0.0,1.0,0.0,22.264,1.0,22.308,22.352,22.264,ios,1.0,0.0,0.0,['not mentioned'],0,0.0,7.0,30.0,15.0,5.964,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4691,2019-09-07,DNK,1,1.0,0.0,2019-09-07,2019-09-07,0.0,1.0,0.0,0.0,0.0,36.432,1.0,36.504,36.576,36.432,ios,1.0,0.0,0.0,['not mentioned'],0,14.0,1.0,30.0,15.0,0.487,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4692,2019-09-07,FIN,2,2.0,0.0,2019-09-07,2019-09-07,0.0,0.0,0.0,2.0,0.0,52.624,2.0,25.35,27.432,26.312,android,0.0,0.0,2.0,['italian'],0,11.0,1.0,0.0,0.0,5.846,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
4694,2019-09-07,DNK,2,2.0,0.0,2020-03-27,2020-04-03,0.0,0.0,0.0,2.0,0.0,104.236,2.0,51.714,52.832,52.624,android,0.0,0.0,2.0,['not mentioned'],0,13.0,1.0,7.0,7.0,10.196,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
4698,2019-09-07,FIN,4,4.0,0.0,2020-05-13,2020-07-04,0.0,3.0,0.0,1.0,0.0,188.232,2.0,37.518,64.008,47.564,ios,4.0,0.0,0.0,['italian'],0,18.0,7.0,17.0,12.0,1.681,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 4, 'Retailstore': 0}"
4700,2019-09-07,DNK,3,3.0,0.0,2019-09-07,2020-05-28,0.0,1.0,0.0,2.0,0.0,76.912,3.0,15.21,39.624,25.3,ios,3.0,0.0,0.0,['japanese'],1,20.0,4.0,132.0,132.0,10.226,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
4703,2019-09-07,FIN,3,3.0,0.0,2020-07-24,2020-09-24,0.0,1.0,1.0,1.0,0.0,55.66,3.0,18.252,20.32,18.216,android,0.0,0.0,3.0,['not mentioned'],1,11.0,5.0,31.0,31.0,1.003,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 3, 'Retailstore': 0}"
4704,2019-09-07,FIN,1,1.0,0.0,2020-05-15,2020-05-15,0.0,1.0,0.0,0.0,0.0,18.216,1.0,18.252,18.288,18.216,android,0.0,0.0,1.0,['not mentioned'],0,2.0,5.0,31.0,31.0,2.356,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 1, 'Retailstore': 0}"
4711,2019-09-07,FIN,2,2.0,0.0,2019-09-07,2019-12-31,0.0,0.0,0.0,2.0,0.0,95.128,1.0,43.602,51.816,47.564,web,0.0,2.0,0.0,['not mentioned'],1,8.0,5.0,115.0,115.0,8.854,"{'Generalmerchandise': 0, 'Grocery': 0, 'Petsupplies': 0, 'Restaurant': 2, 'Retailstore': 0}"
